344,MANIFEST::inherit-Instrument-focal-length#-TO-Manifested-instrument
345,MANIFEST::inherit-Instrument-frequency#-TO-Manifested-instrument
346,MANIFEST::inherit-Instrument-has-deployment-mechanism-TO-Manifested-instrument
347,MANIFEST::inherit-Instrument-mass#-TO-Manifested-instrument
348,MANIFEST::inherit-Instrument-num-of-C-band-channels-TO-Manifested-instrument
349,MANIFEST::inherit-Instrument-num-of-Ka-band-channels-TO-Manifested-instrument
350,MANIFEST::inherit-Instrument-num-of-Ku-band-channels-TO-Manifested-instrument
351,MANIFEST::inherit-Instrument-num-of-L-band-channels-TO-Manifested-instrument
352,MANIFEST::inherit-Instrument-num-of-NIR-channels-TO-Manifested-instrument
353,MANIFEST::inherit-Instrument-num-of-SWIR-channels-TO-Manifested-instrument
354,MANIFEST::inherit-Instrument-num-of-TIR-channels-TO-Manifested-instrument
355,MANIFEST::inherit-Instrument-num-of-UV-channels-TO-Manifested-instrument
356,MANIFEST::inherit-Instrument-num-of-VNIR-channels-TO-Manifested-instrument
357,MANIFEST::inherit-Instrument-num-of-X-band-channels-TO-Manifested-instrument
358,MANIFEST::inherit-Instrument-num-of-mmwave-band-channels-TO-Manifested-instrument
359,MANIFEST::inherit-Instrument-num-pixels#-TO-Manifested-instrument
360,MANIFEST::inherit-Instrument-num-pixels-along-track#-TO-Manifested-instrument
361,MANIFEST::inherit-Instrument-num-pixels-cross-track#-TO-Manifested-instrument
362,MANIFEST::inherit-Instrument-number-of-looks#-TO-Manifested-instrument
363,MANIFEST::inherit-Instrument-off-axis-angle-plus-minus#-TO-Manifested-instrument
364,MANIFEST::inherit-Instrument-peak-data-rate#-TO-Manifested-instrument
365,MANIFEST::inherit-Instrument-peak-power#-TO-Manifested-instrument
366,MANIFEST::inherit-Instrument-rms-system-instrument#-TO-Manifested-instrument
367,MANIFEST::inherit-Instrument-rms-variable-measurement#-TO-Manifested-instrument
368,MANIFEST::inherit-Instrument-scanning-TO-Manifested-instrument
369,MANIFEST::inherit-Instrument-scanning-angle-plus-minus#-TO-Manifested-instrument
370,MANIFEST::inherit-Instrument-sensitivity-NEDT#-TO-Manifested-instrument
371,MANIFEST::inherit-Instrument-sensitivity-dBZ#-TO-Manifested-instrument
372,MANIFEST::inherit-Instrument-sensitivity-in-cirrus-TO-Manifested-instrument
373,MANIFEST::inherit-Instrument-sensitivity-in-convective-clouds-TO-Manifested-instrument
374,MANIFEST::inherit-Instrument-sensitivity-in-low-troposphere-PBL-TO-Manifested-instrument
375,MANIFEST::inherit-Instrument-sensitivity-in-upper-stratosphere-TO-Manifested-instrument
376,MANIFEST::inherit-Instrument-sensitivity-in-upper-troposphere-and-stratosphere-TO-Manifested-instrument
377,MANIFEST::inherit-Instrument-sensitivity-over-lands-TO-Manifested-instrument
378,MANIFEST::inherit-Instrument-sensitivity-over-oceans-TO-Manifested-instrument
379,MANIFEST::inherit-Mission-launch-date-TO-Manifested-instrument
380,MANIFEST::inherit-Mission-lifetime-TO-Manifested-instrument
381,MANIFEST::inherit-Mission-mission-architecture-TO-Manifested-instrument
382,MANIFEST::inherit-Mission-num-of-planes#-TO-Manifested-instrument
383,MANIFEST::inherit-Mission-num-of-sats-per-plane#-TO-Manifested-instrument
384,MANIFEST::inherit-Mission-orbit-RAAN-TO-Manifested-instrument
385,MANIFEST::inherit-Mission-orbit-altitude#-TO-Manifested-instrument
386,MANIFEST::inherit-Mission-orbit-anomaly#-TO-Manifested-instrument
387,MANIFEST::inherit-Mission-orbit-inclination-TO-Manifested-instrument
388,MANIFEST::inherit-Mission-orbit-string-TO-Manifested-instrument
389,MANIFEST::inherit-Mission-orbit-type-TO-Manifested-instrument
390,MANIFEST::populate-payload-data-rate
391,MANIFEST::populate-payload-dimensions
392,MANIFEST::populate-payload-mass
393,MANIFEST::populate-payload-peak-power
394,MANIFEST::populate-payload-power
395,MANIFEST::put-ADCS-values-by-default
396,MASS-BUDGET::add-launch-adapter
397,MASS-BUDGET::compute-deltaV-ADCS
398,MASS-BUDGET::compute-deltaV-deorbiting-drag-based
399,MASS-BUDGET::compute-deltaV-deorbiting-graveyard
400,MASS-BUDGET::compute-deltaV-drag
401,MASS-BUDGET::compute-deltaV-injection
402,MASS-BUDGET::compute-deltaV-total
